Ax_By_Cz,A,B,C,x,y,z,structure,S1,S2,S3,S4,Energy,Av_chg_x,Av_chg_y,Avg_chg_z,Charge,M,state
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,5,9",2,2,0,0,-152.76936359,8.5,7.0,3.9,192.157,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,6,7",2,2,0,0,-152.72806422,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,8,9",2,1,1,0,-152.72437918,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,9,12",2,0,2,0,-152.72807601,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,9,16",2,0,1,1,,,,,,,
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,10,11",2,0,2,0,-152.72807625,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,13,16",2,0,0,2,-152.72806238,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,4,5,6",2,2,0,0,-152.73916582,8.5,7.0,3.9,192.151,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,4,7,8",2,2,0,0,-152.73916537,8.5,7.0,3.9,192.151,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,4,7,9",2,1,1,0,-152.7481083,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,9,13",2,0,1,1,,,,,,,
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,4,5,13",2,1,0,1,-152.75319394,8.5,7.0,3.9,192.155,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,4,9,12",2,0,2,0,-152.74471138,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,4,10,11",2,0,2,0,-152.72636191,8.5,7.0,3.9,192.149,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,4,13,16",2,0,0,2,-152.72634889,8.5,7.0,3.9,192.149,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,4,14,15",1,1,0,2,-152.72634889,8.5,7.0,3.9,192.149,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,5,9,13",1,1,1,1,-152.78038769,8.5,7.0,3.9,192.162,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,5,9,14",1,1,1,1,-152.73536055,8.5,7.0,3.9,192.155,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,6,9,13",1,1,1,1,-152.73535876,8.5,7.0,3.9,192.155,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,8,9,16",1,1,1,1,-152.70140742,8.5,7.0,3.9,192.154,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"2,3,5,6",2,2,0,0,-152.73916563,8.5,7.0,3.9,192.151,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"2,3,5,8",2,2,0,0,-152.72636094,8.5,7.0,3.9,192.149,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"2,3,6,7",2,2,0,0,-152.74471051,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"2,3,9,12",2,0,2,0,-152.7263619,8.5,7.0,3.9,192.149,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"2,3,10,11",2,0,2,0,-152.74471119,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"2,6,10,14",1,1,1,1,-152.78038803,8.5,7.0,3.9,192.162,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"2,7,10,15",1,1,1,1,-152.70140724,8.5,7.0,3.9,192.154,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"3,5,12,13",1,1,2,0,-152.73765931,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"3,8,11,16",1,1,1,1,-152.70140648,8.5,7.0,3.9,192.154,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"4,5,12,13",1,1,1,1,-152.70140759,8.5,7.0,3.9,192.154,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"5,6,7,8",0,4,0,0,-152.64800263,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,2,3,5",3,1,0,0,-152.72246692,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,2,3,7",3,1,0,0,-152.72246695,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,2,3,9",3,0,1,0,-152.72247951,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,2,3,10",3,0,1,0,-152.71732995,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,2,3,14",3,0,1,0,-152.71731516,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,2,4,6",3,1,0,0,-152.72246785,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,2,4,8",3,1,0,0,-152.72246776,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,5",3,1,0,0,-152.72246689,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,6",3,1,0,0,-152.70565792,8.5,7.0,3.9,192.15,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,7",3,1,0,0,-152.72246677,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,8",3,1,0,0,-152.7173174,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,9",3,0,1,0,-152.72247947,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,10",3,0,1,0,-152.70567014,8.5,7.0,3.9,192.15,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,11",3,0,1,0,-152.72247936,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,12",3,0,1,0,-152.71732971,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,13",3,0,0,1,-152.72246492,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,15",3,0,0,1,-152.72246479,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"1,3,4,16",3,0,0,1,-152.71731493,8.5,7.0,3.9,192.152,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"9,10,11,12",0,0,4,0,-152.64799404,8.5,7.0,3.9,192.153,0.0,0.0
Fe12_Mn4_Te16,Fe,Mn,Te,0.75,0.25,1,"13,14,15,16",0,0,0,4,-152.64799811,8.5,7.0,3.9,192.153,0.0,0.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,3,5,9",3,1,1,0,-201.82082652,7.5,9.5,3.7,189.347,1.494,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,3,5,10",3,1,1,0,-201.95433728,7.5,9.5,3.7,189.346,0.699,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,3,5,11",3,1,1,0,-201.83867553,7.5,9.5,3.7,189.348,2.559,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,3,5,12",3,1,1,0,-201.96026775,7.5,9.5,3.7,189.346,1.47,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,4,5,9",3,1,1,0,-201.94432078,7.5,9.5,3.7,189.347,0.0,0.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,4,5,10",3,1,1,0,-201.95313792,7.5,9.5,3.7,189.346,1.02,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,4,5,11",3,1,1,0,-201.95860767,7.5,9.5,3.7,189.348,1.33,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,4,5,12",3,1,1,0,-201.95321029,7.5,9.5,3.7,189.346,1.059,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,5,9,13",2,1,1,1,-201.87270639,7.5,9.5,3.7,189.341,0.041,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,6,9,13",2,1,1,1,-202.04879983,7.5,9.5,3.7,189.336,0.028,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,7,9,13",2,1,1,1,-201.96519469,7.5,9.5,3.7,189.344,0.181,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,8,9,13",2,1,1,1,-202.0729847,7.5,9.5,3.7,189.337,0.271,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,3,4,5,8",3,2,0,0,-201.85502649,7.5,9.5,3.7,189.351,0.128,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,3,4,5,9",3,2,0,0,-201.81868571,7.5,9.5,3.7,189.345,1.949,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,3,4,6,16",3,1,0,1,-201.95854387,7.5,9.5,3.7,189.348,1.345,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,3,4,9,16",3,0,1,1,-201.95450152,7.5,9.5,3.7,189.346,0.692,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,3,4,13,14",3,0,0,2,-201.85662483,7.5,9.5,3.7,189.35,0.413,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,4,5,8,9",2,2,1,0,-201.95152612,7.5,9.5,3.7,189.343,0.335,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,4,5,8,10",2,2,1,0,-201.94489029,7.5,9.5,3.7,189.344,1.298,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,4,5,8,13",2,2,0,1,-201.95157625,7.5,9.5,3.7,189.343,0.332,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,4,5,8,14",2,2,0,1,-201.95932157,7.5,9.5,3.7,189.345,0.803,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,4,5,10,16",2,1,1,1,-202.09552486,7.5,9.5,3.7,189.339,-0.242,2.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,4,8,9,12",2,1,1,1,-201.9513203,7.5,9.5,3.7,189.343,0.347,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,4,8,9,13",2,1,1,1,-202.04880399,7.5,9.5,3.7,189.336,-0.027,2.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,4,8,9,16",2,1,1,1,-202.04875758,7.5,9.5,3.7,189.336,0.043,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,4,8,14,15",2,1,0,2,-201.99251662,7.5,9.5,3.7,189.346,0.666,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,5,8,9,10",1,2,2,0,-201.95852845,7.5,9.5,3.7,189.344,0.211,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,5,8,9,12",1,2,2,0,-201.95121758,7.5,9.5,3.7,189.343,0.352,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,5,8,9,13",1,2,1,1,-201.87292095,7.5,9.5,3.7,189.341,0.05,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,5,8,9,16",1,2,1,1,-202.04883776,7.5,9.5,3.7,189.336,0.007,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,5,8,10,11",1,2,2,0,-201.99255805,7.5,9.5,3.7,189.346,0.655,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,5,8,10,15",1,2,1,1,-202.10286629,7.5,9.5,3.7,189.34,-0.051,2.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,5,8,13,14",1,2,0,2,-201.96426864,7.5,9.5,3.7,189.345,0.59,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,5,8,13,16",1,2,0,2,,,,,,,
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,6,8,9,12",1,2,2,0,-202.0935909,7.5,9.5,3.7,189.341,0.055,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,6,8,9,15",1,2,1,1,-202.20861239,7.5,9.5,3.7,189.336,0.0,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,6,8,10,11",1,2,2,0,-202.10256586,7.5,9.5,3.7,189.342,0.832,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,6,8,13,14",1,2,0,2,-202.09355816,7.5,9.5,3.7,189.341,0.053,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,6,8,13,15",1,2,0,2,-202.20347643,7.5,9.5,3.7,189.34,0.335,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,6,8,13,16",1,2,0,2,-202.09359356,7.5,9.5,3.7,189.341,0.055,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,6,9,12,16,",1,1,2,1,-202.09562217,7.5,9.5,3.7,189.339,-0.232,2.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,7,9,10,13",1,1,2,1,-201.97528289,7.5,9.5,3.7,189.341,0.671,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,7,9,12,15",1,1,2,1,-201.96447938,7.5,9.5,3.7,189.345,-0.104,2.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,5,7,9,12",1,2,2,0,-201.95147707,7.5,9.5,3.7,189.346,1.895,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,5,7,9,13",1,2,1,1,-201.8333728,7.5,9.5,3.7,189.349,0.357,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,5,7,9,15",1,2,1,1,-201.83236328,7.5,9.5,3.7,189.349,0.403,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,5,7,10,11",1,2,2,0,-201.95591386,7.5,9.5,3.7,189.344,0.394,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,5,7,13,16",1,2,1,1,-201.95493721,7.5,9.5,3.7,189.345,1.714,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,5,7,14,15",1,2,1,1,-201.96573471,7.5,9.5,3.7,189.344,0.067,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,6,8,9,12",1,2,2,0,-202.10269732,7.5,9.5,3.7,189.342,0.827,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,6,8,10,11",1,2,2,0,-202.08765486,7.5,9.5,3.7,189.341,0.444,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,6,8,14,15",1,2,0,2,-202.09355969,7.5,9.5,3.7,189.341,0.053,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,3,4,5",4,1,0,0,,,,,,,
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,3,4,6",4,1,0,0,-201.72958387,7.5,9.5,3.7,189.353,4.118,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,3,4,9",4,0,1,0,-201.72959193,7.5,9.5,3.7,189.353,4.118,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,3,4,10",4,0,1,0,-201.72959162,7.5,9.5,3.7,189.353,4.118,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,2,3,4,13",4,0,0,1,-201.72958072,7.5,9.5,3.7,189.353,4.118,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,9,12,14,15",1,0,2,2,-201.99256464,7.5,9.5,3.7,189.346,0.654,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,4,6,8,16",2,2,0,1,-201.9575875,7.5,9.5,3.7,189.345,-0.003,2.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,7,11,13,14",1,1,1,2,-201.94656247,7.5,9.5,3.7,189.341,0.586,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,7,11,13,15",1,1,1,2,-201.77451843,7.5,9.5,3.7,189.347,0.69,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"3,7,11,13,16",1,1,1,2,-201.94847147,7.5,9.5,3.7,189.342,0.774,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"5,6,7,8,9",0,4,1,0,-201.72957884,7.5,9.5,3.7,189.353,4.118,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"5,6,7,8,13",0,4,0,1,-201.72959417,7.5,9.5,3.7,189.353,4.118,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"5,6,7,8,16",0,4,0,1,-201.72959373,7.5,9.5,3.7,189.353,4.118,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"7,8,9,10,13",0,2,2,1,-201.99253854,7.5,9.5,3.7,189.346,0.653,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"1,8,12,13,16",1,1,2,1,-202.0488273,7.5,9.5,3.7,189.336,0.037,1.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"4,8,10,14,5",1,1,2,1,-201.96447094,7.5,9.5,3.7,189.345,-0.104,2.0
Fe11_Ni5_S16,Fe,Ni,S,0.6875,0.3125,1,"13,14,15,16,1",1,0,0,4,-201.72958134,7.5,9.5,3.7,189.353,4.118,1.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,3,5,9",3,1,1,0,-178.7580396,7.8,9.8,4.0,200.539,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,3,5,10",3,1,1,0,-178.92563182,7.8,9.8,4.0,200.536,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,3,5,11",3,1,1,0,-178.79735636,7.8,9.8,4.0,200.538,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,3,5,12",3,1,1,0,-178.94981379,7.8,9.8,4.0,200.534,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,4,5,9",3,1,1,0,-178.88749212,7.8,9.8,4.0,200.538,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,4,5,10",3,1,1,0,-178.92563188,7.8,9.8,4.0,200.536,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,4,5,11",3,1,1,0,-178.95939733,7.8,9.8,4.0,200.535,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,4,5,12",3,1,1,0,-178.92563159,7.8,9.8,4.0,200.536,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,5,9,13",2,1,1,1,-178.81162473,7.8,9.8,4.0,200.538,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,6,9,13",2,1,1,1,-179.00895909,7.8,9.8,4.0,200.535,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,7,9,13",2,1,1,1,-178.96662155,7.8,9.8,4.0,200.535,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,2,8,9,13",2,1,1,1,-179.05788382,7.8,9.8,4.0,200.533,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,3,4,5,8",3,2,0,0,-178.78584075,7.8,9.8,4.0,200.538,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,3,4,5,9",3,2,0,0,-178.75803958,7.8,9.8,4.0,200.539,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,3,4,6,16",3,1,0,1,-178.95939797,7.8,9.8,4.0,200.535,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,3,4,9,16",3,0,1,1,-178.9256311,7.8,9.8,4.0,200.536,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,3,4,13,14",3,0,0,2,-178.8007922,7.8,9.8,4.0,200.537,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,5,8,9",2,2,1,0,-178.8810119,7.8,9.8,4.0,200.537,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,5,8,10",2,2,1,0,-178.93222651,7.8,9.8,4.0,200.534,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,5,8,13",2,2,0,1,-178.88101334,7.8,9.8,4.0,200.537,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,5,8,14",2,2,0,1,-178.93222797,7.8,9.8,4.0,200.534,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,5,9,13",2,0,2,1,-178.8116243,7.8,9.8,4.0,200.538,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,5,10,16",2,1,1,1,-179.10076191,7.8,9.8,4.0,200.532,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,8,9,12",2,1,1,1,-178.88102059,7.8,9.8,4.0,200.537,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,8,9,13",2,1,1,1,-179.00895837,7.8,9.8,4.0,200.535,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,8,9,16",2,1,1,1,-179.00896728,7.8,9.8,4.0,200.535,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,4,8,14,15",2,1,0,2,-178.98376578,7.8,9.8,4.0,200.533,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,5,8,9,10",1,2,2,0,-178.9234807,7.8,9.8,4.0,200.536,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,5,8,9,12",1,2,2,0,-178.8810093,7.8,9.8,4.0,200.537,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,5,8,9,13",1,2,1,1,-178.81162318,7.8,9.8,4.0,200.538,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,5,8,9,16",1,2,1,1,-179.00896781,7.8,9.8,4.0,200.535,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,5,8,10,11",1,2,2,0,-178.9837654,7.8,9.8,4.0,200.533,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,5,8,10,15",1,2,1,1,-179.14678996,7.8,9.8,4.0,200.53,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,5,8,13,14",1,2,0,2,-178.92349303,7.8,9.8,4.0,200.536,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,5,8,13,16",1,2,0,2,-178.88102207,7.8,9.8,4.0,200.537,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,6,8,9,12",1,2,2,0,-179.08160451,7.8,9.8,4.0,200.534,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,6,8,9,15",1,2,1,1,-179.29313339,7.8,9.8,4.0,200.529,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,6,8,10,11",1,2,2,0,-179.15074088,7.8,9.8,4.0,200.532,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,6,8,13,14",1,2,0,2,-179.08160633,7.8,9.8,4.0,200.534,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,6,8,13,15",1,2,0,2,-179.29451777,7.8,9.8,4.0,200.533,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,6,8,13,16",1,2,0,2,-179.08160606,7.8,9.8,4.0,200.534,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,6,9,12,16,",1,1,2,1,-179.10076262,7.8,9.8,4.0,200.532,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,7,9,10,13",1,1,2,1,-178.96662089,7.8,9.8,4.0,200.535,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"1,7,9,12,15",1,1,2,1,-178.97900377,7.8,9.8,4.0,200.534,0.0,0.0
Fe11_Ni5_Se16,Fe,Ni,Se,0.6875,0.3125,1,"3,5,7,9,12",1,2,2,0,-178.96980327,7.8,9.8,4.0,200.536,0.0,0.0
