Ax_By_Cz,A,B,C,x,y,z,structure,S1,S2,S3,S4,Energy,Av_chg_x,Av_chg_y,Avg_chg_z,Charge,M,state
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,6,10",1,1,1,0,-218.94380282,7.5,6.0,3.7,175.193,9.23,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,6,11",1,1,1,0,-218.91645806,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,6,12",1,1,1,0,-218.9164452,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,7,9",1,1,1,0,-218.97504027,7.5,6.0,3.7,175.181,3.095,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,7,10",1,1,1,0,-218.91645008,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,7,11",1,1,1,0,-218.95598445,7.5,6.0,3.7,175.17,4.628,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,7,12",1,1,1,0,-218.91644958,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,8,9",1,1,1,0,-218.94380736,7.5,6.0,3.7,175.193,9.229,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,8,10",1,1,1,0,-218.91644497,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,8,11",1,1,1,0,-218.91645775,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"1,8,12",1,1,1,0,-218.9430655,7.5,6.0,3.7,175.194,9.192,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,5,9",1,1,1,0,-218.94380318,7.5,6.0,3.7,175.193,9.23,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,5,10",1,1,1,0,-218.94381849,7.5,6.0,3.7,175.193,9.23,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,5,11",1,1,1,0,-218.91644455,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,5,12",1,1,1,0,-218.91645883,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,7,9",1,1,1,0,-218.91644454,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,7,10",1,1,1,0,-218.94381057,7.5,6.0,3.7,175.193,9.226,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,7,11",1,1,1,0,-218.94380234,7.5,6.0,3.7,175.193,9.23,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,7,12",1,1,1,0,-218.91645793,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,8,9",1,1,1,0,-218.9164506,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,8,10",1,1,1,0,,,,,,,
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,8,11",1,1,1,0,-218.91644983,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"2,8,12",1,1,1,0,,,,,,,
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,5,9",1,1,1,0,,,,,,,
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,5,10",1,1,1,0,,,,,,,
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,5,11",1,1,1,0,,,,,,,
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,5,12",1,1,1,0,,,,,,,
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,7,9",1,1,1,0,-218.95557263,7.5,6.0,3.7,175.17,4.561,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,7,10",1,1,1,0,-218.94381125,7.5,6.0,3.7,175.193,9.229,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,7,11",1,1,1,0,-218.96858727,7.5,6.0,3.7,175.169,4.736,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,7,12",1,1,1,0,-218.94380027,7.5,6.0,3.7,175.193,9.229,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,8,9",1,1,1,0,-218.91645751,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,8,10",1,1,1,0,-218.91644407,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,8,11",1,1,1,0,-218.94345262,7.5,6.0,3.7,175.194,9.207,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"3,8,12",1,1,1,0,-218.94383554,7.5,6.0,3.7,175.193,9.23,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"4,5,9",1,1,1,0,-218.94380281,7.5,6.0,3.7,175.193,9.23,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"4,5,10",1,1,1,0,-218.91645854,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"4,5,11",1,1,1,0,-218.91644412,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"4,5,12",1,1,1,0,-218.94381781,7.5,6.0,3.7,175.193,9.23,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"4,7,9",1,1,1,0,-218.91644409,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"4,7,10",1,1,1,0,-218.91645772,7.5,6.0,3.7,175.195,9.276,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"4,7,11",1,1,1,0,-218.94380166,7.5,6.0,3.7,175.193,9.23,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"4,7,12",1,1,1,0,-218.94377582,7.5,6.0,3.7,175.193,9.225,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"5,6,9",0,2,1,0,-218.91760535,7.5,6.0,3.7,175.187,9.259,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"5,6,10",0,2,1,0,-218.91760576,7.5,6.0,3.7,175.187,9.259,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"5,6,11",0,2,1,0,-218.86320507,7.5,6.0,3.7,175.19,9.356,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"5,6,12",0,2,1,0,-218.86318559,7.5,6.0,3.7,175.19,9.355,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"5,7,9",0,2,1,0,-219.02112428,7.5,6.0,3.7,175.177,6.116,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"5,7,10",0,2,1,0,-218.98966381,7.5,6.0,3.7,175.197,9.284,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"5,7,11",0,2,1,0,-219.02112426,7.5,6.0,3.7,175.177,6.116,1.0
Fe13_Mn3_S16,Fe,Mn,S,0.8125,0.1875,1,"5,7,12",0,2,1,0,-218.98966336,7.5,6.0,3.7,175.197,9.284,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,2,3",3,0,0,0,-194.32568725,7.9,6.3,4.1,186.66,3.928,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,2,5",2,1,0,0,-194.3514844,7.9,6.3,4.1,186.66,4.046,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,2,6",2,1,0,0,-194.35255247,7.9,6.3,4.1,186.658,3.619,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,2,7",2,1,0,0,-194.3128057,7.9,6.3,4.1,186.657,3.441,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,2,8",2,1,0,0,-194.31280588,7.9,6.3,4.1,186.657,3.441,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,2,13",2,0,0,1,-194.35302122,7.9,6.3,4.1,186.657,3.487,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,2,14",2,0,0,1,-194.35197457,7.9,6.3,4.1,186.658,3.809,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,2,15",2,0,0,1,-194.31279988,7.9,6.3,4.1,186.657,3.441,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,2,16",2,0,0,1,-194.31279988,7.9,6.3,4.1,186.657,3.441,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,3,4",3,0,0,0,-194.32568713,7.9,6.3,4.1,186.66,3.928,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,3,5",2,1,0,0,-194.38357441,7.9,6.3,4.1,186.663,3.999,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,3,6",2,1,0,0,-194.30077506,7.9,6.3,4.1,186.661,3.759,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,3,7",2,1,0,0,-194.38357433,7.9,6.3,4.1,186.663,3.999,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,3,8",2,1,0,0,-194.30077467,7.9,6.3,4.1,186.661,3.759,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,3,13",2,0,0,1,-194.38356831,7.9,6.3,4.1,186.663,3.999,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,3,14",2,0,0,1,-194.30076914,7.9,6.3,4.1,186.661,3.759,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,3,15",2,0,0,1,-194.38356828,7.9,6.3,4.1,186.663,3.999,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,3,16",2,0,0,1,-194.30076834,7.9,6.3,4.1,186.661,3.759,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,4,5",2,1,0,0,-194.35168403,7.9,6.3,4.1,186.659,3.911,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,4,6",2,1,0,0,-194.31280606,7.9,6.3,4.1,186.657,3.441,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,4,7",2,1,0,0,-194.31280579,7.9,6.3,4.1,186.657,3.441,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,4,8",2,1,0,0,-194.35348524,7.9,6.3,4.1,186.657,3.382,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,4,13",2,0,0,1,,,,,,,
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,4,14",2,0,0,1,,,,,,,
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,4,15",2,0,0,1,,,,,,,
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,4,16",2,0,0,1,-194.35899644,7.9,6.3,4.1,186.656,2.864,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,5,9",1,1,1,0,-194.51821645,7.9,6.3,4.1,186.663,3.775,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,5,10",1,1,1,0,-194.36431892,7.9,6.3,4.1,186.659,3.052,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,5,11",1,1,1,0,-194.42625442,7.9,6.3,4.1,186.661,2.901,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,5,12",1,1,1,0,-194.36359708,7.9,6.3,4.1,186.659,3.166,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,5,13",1,1,0,1,-194.51821429,7.9,6.3,4.1,186.663,3.775,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,6,9",1,1,1,0,-194.36119878,7.9,6.3,4.1,186.659,3.527,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,6,10",1,1,1,0,-194.36397409,7.9,6.3,4.1,186.659,3.102,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,6,11",1,1,1,0,-194.31357486,7.9,6.3,4.1,186.658,2.889,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,6,12",1,1,1,0,-194.31435769,7.9,6.3,4.1,186.657,2.809,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,7,9",1,1,1,0,-194.42626348,7.9,6.3,4.1,186.661,2.9,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,7,10",1,1,1,0,-194.31661235,7.9,6.3,4.1,186.657,2.556,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,7,11",1,1,1,0,-194.42624779,7.9,6.3,4.1,186.661,2.901,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,7,12",1,1,1,0,-194.31318236,7.9,6.3,4.1,186.658,2.941,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,8,9",1,1,1,0,-194.36259933,7.9,6.3,4.1,186.659,3.318,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,8,10",1,1,1,0,-194.31621176,7.9,6.3,4.1,186.657,2.595,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,8,11",1,1,1,0,-194.3160567,7.9,6.3,4.1,186.657,2.611,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"1,8,12",1,1,1,0,-194.36196068,7.9,6.3,4.1,186.659,3.413,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,5,9",1,1,1,0,-194.36273686,7.9,6.3,4.1,186.659,3.294,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,5,10",1,1,1,0,-194.36134613,7.9,6.3,4.1,186.659,3.509,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,5,11",1,1,1,0,-194.31361668,7.9,6.3,4.1,186.658,2.889,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,5,12",1,1,1,0,-194.31577463,7.9,6.3,4.1,186.657,2.646,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,7,9",1,1,1,0,-194.31663485,7.9,6.3,4.1,186.657,2.557,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,7,10",1,1,1,0,-194.36375175,7.9,6.3,4.1,186.659,3.144,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,7,11",1,1,1,0,-194.36260665,7.9,6.3,4.1,186.659,3.315,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,7,12",1,1,1,0,-194.31474858,7.9,6.3,4.1,186.657,2.756,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,8,9",1,1,1,0,-194.31371825,7.9,6.3,4.1,186.657,2.872,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,8,10",1,1,1,0,-194.42626395,7.9,6.3,4.1,186.661,2.901,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,8,11",1,1,1,0,-194.31479932,7.9,6.3,4.1,186.657,2.743,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"2,8,12",1,1,1,0,-194.42624836,7.9,6.3,4.1,186.661,2.901,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,5,9",1,1,1,0,-194.42624785,7.9,6.3,4.1,186.661,2.901,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,5,10",1,1,1,0,-194.31982559,7.9,6.3,4.1,186.657,2.302,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,5,11",1,1,1,0,-194.42626341,7.9,6.3,4.1,186.661,2.9,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,5,12",1,1,1,0,-194.31412314,7.9,6.3,4.1,186.657,2.82,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,7,9",1,1,1,0,-194.42625435,7.9,6.3,4.1,186.661,2.901,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,7,10",1,1,1,0,-194.36367351,7.9,6.3,4.1,186.659,3.153,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,7,11",1,1,1,0,-194.51821659,7.9,6.3,4.1,186.663,3.775,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,7,12",1,1,1,0,-194.36190793,7.9,6.3,4.1,186.659,3.42,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,8,9",1,1,1,0,-194.31453843,7.9,6.3,4.1,186.657,2.771,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,8,10",1,1,1,0,-194.3153553,7.9,6.3,4.1,186.657,2.682,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,8,11",1,1,1,0,-194.36426807,7.9,6.3,4.1,186.659,3.066,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"3,8,12",1,1,1,0,-194.36414956,7.9,6.3,4.1,186.659,3.078,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"4,5,9",1,1,1,0,-194.3639459,7.9,6.3,4.1,186.659,3.113,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"4,5,10",1,1,1,0,-194.31685474,7.9,6.3,4.1,186.657,2.533,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"4,5,11",1,1,1,0,-194.3143303,7.9,6.3,4.1,186.657,2.799,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"4,5,12",1,1,1,0,-194.36354839,7.9,6.3,4.1,186.659,3.174,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"4,7,9",1,1,1,0,-194.31340808,7.9,6.3,4.1,186.658,2.903,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"4,7,10",1,1,1,0,-194.3156105,7.9,6.3,4.1,186.657,2.654,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"4,7,11",1,1,1,0,-194.36373137,7.9,6.3,4.1,186.659,3.136,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"4,7,12",1,1,1,0,-194.36230709,7.9,6.3,4.1,186.659,3.365,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"5,6,9",0,2,1,0,-194.35273711,7.9,6.3,4.1,186.657,3.542,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"5,6,10",0,2,1,0,-194.35251546,7.9,6.3,4.1,186.658,3.606,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"5,6,11",0,2,1,0,-194.31279908,7.9,6.3,4.1,186.657,3.441,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"5,6,12",0,2,1,0,-194.31279878,7.9,6.3,4.1,186.657,3.44,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"5,7,9",0,2,1,0,-194.38356817,7.9,6.3,4.1,186.663,3.999,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"5,7,10",0,2,1,0,-194.30076751,7.9,6.3,4.1,186.661,3.759,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"5,7,11",0,2,1,0,-194.38356809,7.9,6.3,4.1,186.663,3.999,1.0
Fe13_Mn3_Se16,Fe,Mn,Se,0.8125,0.1875,1,"5,7,12",0,2,1,0,-194.30076792,7.9,6.3,4.1,186.661,3.759,1.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,2,3",3,0,0,0,-152.54110246,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,2,5",2,1,0,0,-152.57396092,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,2,6",2,1,0,0,-152.57396089,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,2,7",2,1,0,0,-152.5531767,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,2,8",2,1,0,0,-152.55317672,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,2,13",2,0,0,1,-152.57395829,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,2,14",2,0,0,1,-152.57395855,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,2,15",2,0,0,1,-152.55317443,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,2,16",2,0,0,1,-152.55317463,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,3,4",3,0,0,0,-152.5411024,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,3,5",2,1,0,0,-152.5769594,8.5,7.0,3.9,193.678,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,3,6",2,1,0,0,-152.54667019,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,3,7",2,1,0,0,-152.57695959,8.5,7.0,3.9,193.678,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,3,8",2,1,0,0,-152.54667006,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,3,13",2,0,0,1,-152.57695721,8.5,7.0,3.9,193.678,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,3,14",2,0,0,1,-152.54666763,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,3,15",2,0,0,1,-152.57695741,8.5,7.0,3.9,193.678,,
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,3,16",2,0,0,1,-152.5466675,8.5,7.0,3.9,193.675,,
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,4,5",2,1,0,0,-152.57396077,8.5,7.0,3.9,193.677,,
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,4,6",2,1,0,0,-152.55317668,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,4,7",2,1,0,0,-152.55317647,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,4,8",2,1,0,0,-152.57396059,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,4,13",2,0,0,1,-152.57395811,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,4,14",2,0,0,1,-152.55317455,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,4,15",2,0,0,1,-152.55317423,8.5,7.0,3.9,193.675,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,4,16",2,0,0,1,-152.57395828,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,5,9",1,1,1,0,-152.6163498,8.5,7.0,3.9,193.682,,
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,5,10",1,1,1,0,-152.56438682,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,5,11",1,1,1,0,-152.58500059,8.5,7.0,3.9,193.678,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,5,12",1,1,1,0,-152.56438663,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,5,13",1,1,0,1,-152.61635196,8.5,7.0,3.9,193.682,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,6,9",1,1,1,0,-152.56439777,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,6,10",1,1,1,0,-152.56438458,8.5,7.0,3.9,193.677,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,6,11",1,1,1,0,-152.55638395,8.5,7.0,3.9,193.674,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,6,12",1,1,1,0,-152.5563704,8.5,7.0,3.9,193.674,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,7,9",1,1,1,0,-152.58501168,8.5,7.0,3.9,193.678,0.0,0.0
Fe13_Ni3_Te16,Fe,Mn,Te,0.8125,0.1875,1,"1,7,10",1,1,1,0,-152.55637251,8.5,7.0,3.9,193.674,0.0,0.0
